sample,paciente 137,paciente 139,paciente 140,paciente 190,paciente 252,paciente 407,paciente 411,paciente 422,paciente 142 ,paciente 162,paciente 173,paciente 187,paciente 210,paciente 258,paciente 260,paciente 297,paciente 414,paciente 457
hsa-miR-367-5p86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367497,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-3675-3p99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-3675-5p98,1,0,0,0,1,0,3,0,0,2,0,1,0,0,0,1,1,0
hsa-miR-3677-3p01,1,0,1,1,0,3,4,5,4,21,1,11,0,1,3,4,2,23
hsa-miR-3677-5p21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3678-3p03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3678-5p02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3679-3p05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3679-5p04,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3680-3p07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3680-5p06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3681-3p09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3681-5p08,0,0,1,0,0,0,2,0,1,1,1,2,0,2,1,0,0,0
hsa-miR-3682-3p10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-3682-5p22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-368311,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-368412,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
hsa-miR-368513,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-368614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3688-3p16,31,42,80,7,2,33,124,77,17,287,3,92,7,3,6,45,6,9
hsa-miR-3688-5p23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689a-3p18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689a-5p17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689b-3p81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689b-5p80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689c07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689d08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689e09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689f10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-369-3p21,8,11,8,1,0,18,12,15,12,90,1,10,5,0,3,2,0,0
hsa-miR-369-5p21,14,9,5,1,4,91,10,10,8,125,0,3,6,0,1,7,5,0
hsa-miR-369019,2,0,5,0,2,36,8,4,2,13,0,0,1,0,0,2,0,0
hsa-miR-3691-3p24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3691-5p20,8,3,4,0,2,4,5,15,4,8,4,5,3,1,1,2,4,1
hsa-miR-3692-3p22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3692-5p21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-370-3p22,21,22,3,3,4,17,10,11,14,44,25,37,6,60,122,10,2,179
hsa-miR-370-5p83,5,11,3,0,0,11,7,7,7,19,0,1,1,0,0,5,5,0
hsa-miR-371364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371a-3p23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371a-5p87,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,2,0,0
hsa-miR-371b-3p93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371b-5p92,0,0,0,0,1,2,1,2,0,8,0,0,0,0,0,0,0,0
hsa-miR-372-3p24,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
hsa-miR-372-5p84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-373-3p26,11,1,0,0,0,1,2,0,6,4,6,4,1,20,13,5,0,6
hsa-miR-373-5p25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374a-3p88,378,815,195,264,11,396,304,686,227,3206,73,1222,482,7,8,294,47,86
hsa-miR-374a-5p27,177,220,172,269,7,1109,212,379,104,5617,38,286,200,3,2,108,33,28
hsa-miR-374b-3p56,16,21,7,7,0,16,37,28,6,120,0,5,6,0,0,6,3,0
hsa-miR-374b-5p55,433,384,658,228,14,1439,573,546,501,2384,7,118,798,3,0,205,100,21
hsa-miR-374c-3p35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374c-5p43,3,1,3,1,0,15,2,0,6,15,0,1,6,0,0,2,1,0
hsa-miR-375-3p28,6,67,3,0,0,2,11,140,7,2,0,1,2,1,0,4,2,3
hsa-miR-375-5p13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376a-2-5p28,0,0,0,1,0,2,0,0,1,3,0,1,0,0,0,0,0,1
hsa-miR-376a-3p29,18,12,16,17,0,36,4,8,12,109,17,35,21,0,5,15,2,8
hsa-miR-376a-5p86,3,0,2,8,0,37,1,0,2,101,1,9,2,0,1,2,1,11
hsa-miR-376b-3p72,0,0,1,3,0,4,3,1,0,16,0,1,2,0,0,1,1,2
hsa-miR-376b-5p23,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
hsa-miR-376c-3p20,17,6,15,17,1,59,6,8,10,160,276,694,14,10,96,11,0,201
hsa-miR-376c-5p61,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
hsa-miR-377-3p30,5,3,3,3,0,27,3,3,7,75,1,4,9,0,0,6,0,2
hsa-miR-377-5p89,9,6,3,8,1,107,9,4,6,121,1,8,10,2,8,7,7,66
hsa-miR-378a-3p32,70884,28251,65829,7639,7303,94534,112147,61728,57885,63223,15930,145943,42793,4519,1504,73031,15150,109576
hsa-miR-378a-5p31,281,76,215,90,10,1851,600,275,255,1017,12,145,133,1,1,350,145,327
hsa-miR-378b99,8,2,6,1,0,6,5,5,6,16,1,22,2,0,0,11,0,13
hsa-miR-378c47,2840,1000,2525,605,195,4723,3627,1770,2306,4448,1108,10456,1528,205,191,3502,422,8093
hsa-miR-378d26,700,186,489,131,40,1085,750,358,472,992,229,2097,307,57,94,787,77,2075
hsa-miR-378e27,4,0,5,0,0,5,6,0,0,4,1,4,1,0,0,3,0,6
hsa-miR-378f32,16,3,13,4,2,22,25,15,11,14,4,50,12,2,0,20,2,29
hsa-miR-378g37,36,21,33,5,9,59,76,38,22,45,16,78,18,2,0,36,14,53
hsa-miR-378h84,6,0,1,1,0,4,2,4,2,5,1,5,1,0,0,4,0,5
hsa-miR-378i74,85,32,80,11,10,113,137,69,65,81,27,221,54,4,1,77,18,138
hsa-miR-378j12,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,0
hsa-miR-379-3p90,2,1,3,0,0,31,4,5,5,52,0,0,0,0,0,2,4,0
hsa-miR-379-5p33,19,19,15,5,3,30,10,28,21,105,15,10,20,0,3,11,2,2
hsa-miR-380-3p35,0,0,0,0,0,4,2,2,1,16,0,0,0,0,0,0,0,0
hsa-miR-380-5p34,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0
hsa-miR-381-3p36,1539,1127,837,190,66,1110,1856,900,1302,1372,81,252,626,6,14,902,144,51
hsa-miR-381-5p62,0,0,3,0,0,5,1,0,0,2,0,1,0,0,0,0,0,0
hsa-miR-382-3p97,23,61,49,8,0,16,26,62,63,54,7,25,86,0,0,18,16,7
hsa-miR-382-5p37,4,3,1,5,0,50,3,2,3,71,33,16,8,9,10,5,4,61
hsa-miR-383-3p85,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
hsa-miR-383-5p38,9,2,2,4,0,24,37,8,0,82,0,18,0,9,0,3,9,0
hsa-miR-38475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-390779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-390882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-390983,14,7,9,5,3,158,45,16,17,168,0,15,8,0,0,16,11,9
hsa-miR-391084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-391185,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
hsa-miR-3912-3p86,23,34,24,4,2,35,48,46,24,148,5,44,17,2,0,19,5,3
hsa-miR-3912-5p36,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3913-3p25,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
hsa-miR-3913-5p87,24,33,52,2,1,22,74,82,36,82,42,216,46,37,115,50,9,126
hsa-miR-391488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-391589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-391690,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-391791,1,0,1,0,0,0,2,4,0,0,0,2,0,1,0,0,0,4
hsa-miR-391892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-391993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-392095,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
hsa-miR-392196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-3922-3p97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3922-5p27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-392398,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0
hsa-miR-392499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3925-3p28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3925-5p00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-392601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3927-3p02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3927-5p70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3928-3p05,2,1,1,2,1,15,0,0,5,11,1,4,0,2,2,2,0,15
hsa-miR-3928-5p37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-392906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3934-3p75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3934-5p49,3,3,3,0,0,3,9,2,3,14,0,11,5,2,0,5,7,7
hsa-miR-393550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-393651,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-393752,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0
hsa-miR-393853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-393955,0,0,2,0,0,3,1,1,0,3,0,0,0,0,0,0,0,0
hsa-miR-3940-3p56,1,0,4,1,0,12,16,2,3,23,0,0,1,0,0,6,2,0
hsa-miR-3940-5p29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-394157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3942-3p30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3942-5p58,3,2,2,1,0,2,1,0,0,21,0,4,1,0,0,1,0,0
hsa-miR-394359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-3944-3p60,2,1,1,0,0,1,1,3,0,2,1,2,1,2,0,1,1,6
hsa-miR-3944-5p31,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0
hsa-miR-394561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-396037,2,2,3,3,3,3,0,0,0,4,1,1,0,6,0,1,1,14
hsa-miR-397257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-397358,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-397459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-397560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-397661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-397762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-397863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-409-3p39,1580,1242,578,122,230,1598,1650,1513,1184,2414,556,1881,1183,528,2896,877,995,3920
hsa-miR-409-5p38,27,28,16,6,2,172,31,40,34,261,0,5,15,0,1,22,39,5
hsa-miR-410-3p71,469,465,318,52,37,993,714,525,418,1198,6,63,352,0,4,204,171,26
hsa-miR-410-5p58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
hsa-miR-411-3p13,3,1,1,1,0,39,1,2,5,57,0,0,2,0,0,2,1,0
hsa-miR-411-5p29,1320,875,674,125,101,2025,995,1087,729,4822,24,209,340,0,28,477,344,94
hsa-miR-412-3p70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-412-5p57,3,27,0,0,2,2,33,10,31,9,1,1,2,0,0,22,2,3
hsa-miR-42139,378,238,270,55,31,695,992,586,194,2846,8,88,171,2,2,221,175,20
hsa-miR-422a39,47,16,41,5,4,42,52,34,26,28,7,89,22,5,0,44,8,56
hsa-miR-423-3p40,877,573,763,241,448,2967,1153,510,466,5155,58,517,266,25,35,590,343,1097
hsa-miR-423-5p48,2190,1363,1594,118,1548,4099,4422,2867,1645,7733,73,1279,1200,33,22,3815,2314,881
hsa-miR-424-3p49,21,14,10,5,9,131,76,34,17,609,1,54,5,0,19,13,16,6
hsa-miR-424-5p41,33,34,51,32,0,142,52,37,66,1101,9,73,40,0,3,28,6,5
hsa-miR-425-3p43,29,23,52,13,4,178,62,31,28,265,28,112,21,6,3,34,13,79
hsa-miR-425-5p93,497,286,479,190,78,4449,2437,1144,373,14428,7,215,145,1,3,832,425,39
hsa-miR-425183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-425980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-426997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-427909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428415,0,2,2,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1
hsa-miR-428513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428616,46,36,75,16,3,510,75,59,62,521,25,201,32,4,3,46,42,174
hsa-miR-428717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-428920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-42936,1,5,0,0,0,1,0,4,1,12,0,0,0,0,0,3,0,0
hsa-miR-429449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-430959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431-3p57,7,8,8,0,1,9,9,5,4,12,0,0,7,0,0,4,1,1
hsa-miR-431-5p25,15,14,10,1,2,51,26,10,14,150,0,0,7,0,1,2,10,8
hsa-miR-431062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-431667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432-3p15,0,0,1,0,0,1,1,0,5,2,1,2,2,1,0,1,0,2
hsa-miR-432-5p14,156,134,50,3,45,104,93,97,103,223,38,27,101,0,5,47,66,12
hsa-miR-432071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432688,5,1,4,3,1,24,2,5,10,75,0,2,7,1,0,1,4,5
hsa-miR-432789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-432826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-432923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-433-3p27,14,2,4,1,1,46,9,4,9,26,0,3,13,0,0,4,7,0
hsa-miR-433-5p54,1,3,1,0,0,10,3,3,2,6,0,0,1,0,0,0,0,0
hsa-miR-433024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-441830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-442033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-442134,13,1,15,1,5,60,22,12,13,50,4,55,3,2,0,10,7,64
hsa-miR-442235,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4423-3p36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4423-5p32,0,0,0,0,0,2,1,0,1,1,0,3,0,0,0,0,0,1
hsa-miR-442439,0,2,1,1,0,0,0,2,3,5,0,1,0,0,0,1,0,1
hsa-miR-442540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-442641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-442742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-442843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-442944,0,1,0,0,0,1,0,1,0,0,1,0,1,3,2,2,0,0
hsa-miR-443045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-443147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-443248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433a-3p49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433a-5p56,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
hsa-miR-4433b-3p14,4,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-4433b-5p13,0,4,5,1,0,28,7,7,1,61,0,1,0,0,1,0,0,1
hsa-miR-443450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-443551,2,0,0,0,1,5,7,1,0,12,0,1,0,0,0,2,1,0
hsa-miR-4436a52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436b-3p41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436b-5p40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-443753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-443856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-443957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-444058,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,0
hsa-miR-444159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-444260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-444361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-444462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4445-3p64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4445-5p63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4446-3p65,2,1,4,0,0,3,14,11,0,31,0,0,0,0,0,0,2,1
hsa-miR-4446-5p33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-444766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-444867,4,9,2,0,4,3,7,1,0,8,2,0,1,0,0,7,1,7
hsa-miR-444968,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-445173,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
hsa-miR-445274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
